,User,Date,Tweet Text,Tweets Ago,Positive,Negative,Neutral,Compound
124,CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",25,0.286,0.714,0.0,0.8236
125,CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,26,0.355,0.645,0.0,0.7712
126,CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,27,0.311,0.583,0.107,0.743
127,CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,28,0.365,0.635,0.0,0.8687
128,CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",29,0.104,0.769,0.127,-0.1531
129,CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,30,0.469,0.531,0.0,0.9422
130,CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",31,0.241,0.759,0.0,0.6588
131,CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",32,0.278,0.722,0.0,0.6597
132,CBS,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,33,0.159,0.841,0.0,0.5255
133,CBS,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",34,0.368,0.632,0.0,0.8718
134,CBS,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",35,0.213,0.787,0.0,0.6597
135,CBS,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,36,0.157,0.843,0.0,0.3818
136,CBS,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",37,0.249,0.751,0.0,0.743
137,CBS,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,38,0.281,0.719,0.0,0.7222
138,CBS,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,39,0.0,1.0,0.0,0.0
139,CBS,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,40,0.143,0.857,0.0,0.5423
140,CBS,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",41,0.289,0.711,0.0,0.7574
141,CBS,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,42,0.273,0.727,0.0,0.7974
142,CBS,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",43,0.0,1.0,0.0,0.0
143,CBS,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",44,0.0,1.0,0.0,0.0
144,CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",45,0.286,0.714,0.0,0.8236
145,CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,46,0.355,0.645,0.0,0.7712
146,CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,47,0.311,0.583,0.107,0.743
147,CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,48,0.365,0.635,0.0,0.8687
148,CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",49,0.104,0.769,0.127,-0.1531
149,CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,50,0.469,0.531,0.0,0.9422
150,CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",51,0.241,0.759,0.0,0.6588
151,CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",52,0.278,0.722,0.0,0.6597
152,CBS,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,53,0.159,0.841,0.0,0.5255
153,CBS,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",54,0.368,0.632,0.0,0.8718
154,CBS,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",55,0.213,0.787,0.0,0.6597
155,CBS,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,56,0.157,0.843,0.0,0.3818
156,CBS,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",57,0.249,0.751,0.0,0.743
157,CBS,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,58,0.281,0.719,0.0,0.7222
158,CBS,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,59,0.0,1.0,0.0,0.0
159,CBS,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,60,0.143,0.857,0.0,0.5423
160,CBS,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",61,0.289,0.711,0.0,0.7574
161,CBS,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,62,0.273,0.727,0.0,0.7974
162,CBS,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",63,0.0,1.0,0.0,0.0
163,CBS,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",64,0.0,1.0,0.0,0.0
164,CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",65,0.286,0.714,0.0,0.8236
165,CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,66,0.355,0.645,0.0,0.7712
166,CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,67,0.311,0.583,0.107,0.743
167,CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,68,0.365,0.635,0.0,0.8687
168,CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",69,0.104,0.769,0.127,-0.1531
169,CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,70,0.469,0.531,0.0,0.9422
170,CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",71,0.241,0.759,0.0,0.6588
171,CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",72,0.278,0.722,0.0,0.6597
172,CBS,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,73,0.159,0.841,0.0,0.5255
173,CBS,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",74,0.368,0.632,0.0,0.8718
174,CBS,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",75,0.213,0.787,0.0,0.6597
175,CBS,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,76,0.157,0.843,0.0,0.3818
176,CBS,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",77,0.249,0.751,0.0,0.743
177,CBS,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,78,0.281,0.719,0.0,0.7222
178,CBS,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,79,0.0,1.0,0.0,0.0
179,CBS,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,80,0.143,0.857,0.0,0.5423
180,CBS,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",81,0.289,0.711,0.0,0.7574
181,CBS,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,82,0.273,0.727,0.0,0.7974
182,CBS,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",83,0.0,1.0,0.0,0.0
183,CBS,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",84,0.0,1.0,0.0,0.0
184,CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",85,0.286,0.714,0.0,0.8236
185,CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,86,0.355,0.645,0.0,0.7712
186,CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,87,0.311,0.583,0.107,0.743
187,CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,88,0.365,0.635,0.0,0.8687
188,CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",89,0.104,0.769,0.127,-0.1531
189,CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,90,0.469,0.531,0.0,0.9422
190,CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",91,0.241,0.759,0.0,0.6588
191,CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",92,0.278,0.722,0.0,0.6597
192,CBS,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,93,0.159,0.841,0.0,0.5255
193,CBS,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",94,0.368,0.632,0.0,0.8718
194,CBS,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",95,0.213,0.787,0.0,0.6597
195,CBS,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,96,0.157,0.843,0.0,0.3818
196,CBS,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",97,0.249,0.751,0.0,0.743
197,CBS,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,98,0.281,0.719,0.0,0.7222
198,CBS,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,99,0.0,1.0,0.0,0.0
199,CBS,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,100,0.143,0.857,0.0,0.5423
200,CNN,Sun Dec 24 22:15:05 +0000 2017,"Chelsea bomber has been trying to radicalize inmates, prosecutors say https://t.co/xjBElLzslv https://t.co/wGBeahpII6",1,0.0,1.0,0.0,0.0
201,CNN,Sun Dec 24 22:00:16 +0000 2017,"Sen. Bernie Sanders on DACA: “If we do not act, you’re going to have 800,000 people with no legal status who will b… https://t.co/9cdAHSBeXL",2,0.058,0.856,0.086,-0.1779
202,CNN,Sun Dec 24 21:47:14 +0000 2017,"Every year, officials on Christmas Island close roads for millions of red crabs migrating across the island… https://t.co/88kx6jq6Br",3,0.0,1.0,0.0,0.0
203,CNN,Sun Dec 24 21:30:08 +0000 2017,Republican Sen. Jeff Flake of Arizona leaves the door open for a 2020 presidential run https://t.co/rWhYMFPAjW https://t.co/cRBENfwL7n,4,0.0,1.0,0.0,0.0
204,CNN,Sun Dec 24 21:15:06 +0000 2017,"""Real Housewives"" star Luann de Lesseps arrested in Florida https://t.co/0IL7OJHBwM https://t.co/7l4aNzGa6G",5,0.0,0.763,0.237,-0.4767
205,CNN,Sun Dec 24 21:00:10 +0000 2017,US-Russia relations are getting chilly despite President Trump's hopes https://t.co/umfI3vXv75 https://t.co/M7w5X9Gd30,6,0.0,0.811,0.189,-0.3252
206,CNN,Sun Dec 24 20:45:07 +0000 2017,Venezuela crisis sends residents fleeing to nearby countries https://t.co/RuXZnrQd5j https://t.co/4usHIwi3I6,7,0.0,0.687,0.313,-0.6249
207,CNN,Sun Dec 24 20:30:14 +0000 2017,"North Korea calls latest UN sanctions ""an act of war"" https://t.co/VpYsJ076wS https://t.co/63chpwKzr3",8,0.0,0.738,0.262,-0.5994
208,CNN,Sun Dec 24 20:15:09 +0000 2017,The Russia investigation's effect on the GOP agenda https://t.co/N36ybQAJP3 https://t.co/lDRkdkdIXK,9,0.0,1.0,0.0,0.0
209,CNN,Sun Dec 24 20:00:44 +0000 2017,Four star chefs. One unforgettable meal. And you’re invited. | via @CNNTravel https://t.co/qkGWNJ5mBI https://t.co/3FnLzWYQAc,10,0.0,1.0,0.0,0.0
210,CNN,Sun Dec 24 19:45:15 +0000 2017,"During one unique family meal, culinary legends Daniel Boulud, Jean-Georges Vongerichten, Eric Ripert, and Jacques… https://t.co/hiBbE4Zbxr",11,0.0,1.0,0.0,0.0
211,CNN,Sun Dec 24 19:30:11 +0000 2017,President Trump takes aim at top FBI officials https://t.co/0tb7VyWFg9 https://t.co/JLAYgAfsBT,12,0.167,0.833,0.0,0.2023
212,CNN,Sun Dec 24 19:15:12 +0000 2017,This is how President Trump's first year changed the Middle East https://t.co/quYdSwQRek https://t.co/zIyDJHix5G,13,0.0,1.0,0.0,0.0
213,CNN,Sun Dec 24 19:00:20 +0000 2017,Here's a look at this week in politics https://t.co/niRBOkhgjL https://t.co/h1ooWG96s7,14,0.0,1.0,0.0,0.0
214,CNN,Sun Dec 24 18:45:04 +0000 2017,A high school quarterback in North Carolina has found a home with his coach https://t.co/My6FnGOGZS https://t.co/DhSj4naPTY,15,0.0,1.0,0.0,0.0
215,CNN,Sun Dec 24 18:30:17 +0000 2017,A federal judge has lifted parts of President Trump's travel ban https://t.co/jPtayqd5kA https://t.co/04sbFwKdzA,16,0.0,0.753,0.247,-0.5574
216,CNN,Sun Dec 24 18:15:08 +0000 2017,"An American accused of fighting for ISIS will get legal counsel, judge says https://t.co/MPJ0tKhQoK https://t.co/1rwsUdZKNx",17,0.082,0.659,0.258,-0.4939
217,CNN,Sun Dec 24 18:00:23 +0000 2017,The North American Aerospace Defense Command’s official Santa tracker is following one sleigh and eight reindeer as… https://t.co/NYQbI6yo9k,18,0.081,0.919,0.0,0.128
218,CNN,Sun Dec 24 17:45:06 +0000 2017,Several people have been killed in a Christmas Eve plane crash in Florida https://t.co/9UkP36GnSl https://t.co/syUbf7tD6a,19,0.0,0.625,0.375,-0.802
219,CNN,Sun Dec 24 17:30:06 +0000 2017,"Moscow Ballet's ""Great Russian Nutcracker"" promotes peace https://t.co/aRqxPSulWj https://t.co/yP4AgIbC98",20,0.625,0.375,0.0,0.875
220,CNN,Sun Dec 24 22:15:05 +0000 2017,"Chelsea bomber has been trying to radicalize inmates, prosecutors say https://t.co/xjBElLzslv https://t.co/wGBeahpII6",21,0.0,1.0,0.0,0.0
221,CNN,Sun Dec 24 22:00:16 +0000 2017,"Sen. Bernie Sanders on DACA: “If we do not act, you’re going to have 800,000 people with no legal status who will b… https://t.co/9cdAHSBeXL",22,0.058,0.856,0.086,-0.1779
222,CNN,Sun Dec 24 21:47:14 +0000 2017,"Every year, officials on Christmas Island close roads for millions of red crabs migrating across the island… https://t.co/88kx6jq6Br",23,0.0,1.0,0.0,0.0
223,CNN,Sun Dec 24 21:30:08 +0000 2017,Republican Sen. Jeff Flake of Arizona leaves the door open for a 2020 presidential run https://t.co/rWhYMFPAjW https://t.co/cRBENfwL7n,24,0.0,1.0,0.0,0.0
224,CNN,Sun Dec 24 21:15:06 +0000 2017,"""Real Housewives"" star Luann de Lesseps arrested in Florida https://t.co/0IL7OJHBwM https://t.co/7l4aNzGa6G",25,0.0,0.763,0.237,-0.4767
225,CNN,Sun Dec 24 21:00:10 +0000 2017,US-Russia relations are getting chilly despite President Trump's hopes https://t.co/umfI3vXv75 https://t.co/M7w5X9Gd30,26,0.0,0.811,0.189,-0.3252
226,CNN,Sun Dec 24 20:45:07 +0000 2017,Venezuela crisis sends residents fleeing to nearby countries https://t.co/RuXZnrQd5j https://t.co/4usHIwi3I6,27,0.0,0.687,0.313,-0.6249
227,CNN,Sun Dec 24 20:30:14 +0000 2017,"North Korea calls latest UN sanctions ""an act of war"" https://t.co/VpYsJ076wS https://t.co/63chpwKzr3",28,0.0,0.738,0.262,-0.5994
228,CNN,Sun Dec 24 20:15:09 +0000 2017,The Russia investigation's effect on the GOP agenda https://t.co/N36ybQAJP3 https://t.co/lDRkdkdIXK,29,0.0,1.0,0.0,0.0
229,CNN,Sun Dec 24 20:00:44 +0000 2017,Four star chefs. One unforgettable meal. And you’re invited. | via @CNNTravel https://t.co/qkGWNJ5mBI https://t.co/3FnLzWYQAc,30,0.0,1.0,0.0,0.0
230,CNN,Sun Dec 24 19:45:15 +0000 2017,"During one unique family meal, culinary legends Daniel Boulud, Jean-Georges Vongerichten, Eric Ripert, and Jacques… https://t.co/hiBbE4Zbxr",31,0.0,1.0,0.0,0.0
231,CNN,Sun Dec 24 19:30:11 +0000 2017,President Trump takes aim at top FBI officials https://t.co/0tb7VyWFg9 https://t.co/JLAYgAfsBT,32,0.167,0.833,0.0,0.2023
232,CNN,Sun Dec 24 19:15:12 +0000 2017,This is how President Trump's first year changed the Middle East https://t.co/quYdSwQRek https://t.co/zIyDJHix5G,33,0.0,1.0,0.0,0.0
233,CNN,Sun Dec 24 19:00:20 +0000 2017,Here's a look at this week in politics https://t.co/niRBOkhgjL https://t.co/h1ooWG96s7,34,0.0,1.0,0.0,0.0
234,CNN,Sun Dec 24 18:45:04 +0000 2017,A high school quarterback in North Carolina has found a home with his coach https://t.co/My6FnGOGZS https://t.co/DhSj4naPTY,35,0.0,1.0,0.0,0.0
235,CNN,Sun Dec 24 18:30:17 +0000 2017,A federal judge has lifted parts of President Trump's travel ban https://t.co/jPtayqd5kA https://t.co/04sbFwKdzA,36,0.0,0.753,0.247,-0.5574
236,CNN,Sun Dec 24 18:15:08 +0000 2017,"An American accused of fighting for ISIS will get legal counsel, judge says https://t.co/MPJ0tKhQoK https://t.co/1rwsUdZKNx",37,0.082,0.659,0.258,-0.4939
237,CNN,Sun Dec 24 18:00:23 +0000 2017,The North American Aerospace Defense Command’s official Santa tracker is following one sleigh and eight reindeer as… https://t.co/NYQbI6yo9k,38,0.081,0.919,0.0,0.128
238,CNN,Sun Dec 24 17:45:06 +0000 2017,Several people have been killed in a Christmas Eve plane crash in Florida https://t.co/9UkP36GnSl https://t.co/syUbf7tD6a,39,0.0,0.625,0.375,-0.802
239,CNN,Sun Dec 24 17:30:06 +0000 2017,"Moscow Ballet's ""Great Russian Nutcracker"" promotes peace https://t.co/aRqxPSulWj https://t.co/yP4AgIbC98",40,0.625,0.375,0.0,0.875
240,CNN,Sun Dec 24 22:15:05 +0000 2017,"Chelsea bomber has been trying to radicalize inmates, prosecutors say https://t.co/xjBElLzslv https://t.co/wGBeahpII6",41,0.0,1.0,0.0,0.0
241,CNN,Sun Dec 24 22:00:16 +0000 2017,"Sen. Bernie Sanders on DACA: “If we do not act, you’re going to have 800,000 people with no legal status who will b… https://t.co/9cdAHSBeXL",42,0.058,0.856,0.086,-0.1779
242,CNN,Sun Dec 24 21:47:14 +0000 2017,"Every year, officials on Christmas Island close roads for millions of red crabs migrating across the island… https://t.co/88kx6jq6Br",43,0.0,1.0,0.0,0.0
243,CNN,Sun Dec 24 21:30:08 +0000 2017,Republican Sen. Jeff Flake of Arizona leaves the door open for a 2020 presidential run https://t.co/rWhYMFPAjW https://t.co/cRBENfwL7n,44,0.0,1.0,0.0,0.0
244,CNN,Sun Dec 24 21:15:06 +0000 2017,"""Real Housewives"" star Luann de Lesseps arrested in Florida https://t.co/0IL7OJHBwM https://t.co/7l4aNzGa6G",45,0.0,0.763,0.237,-0.4767
245,CNN,Sun Dec 24 21:00:10 +0000 2017,US-Russia relations are getting chilly despite President Trump's hopes https://t.co/umfI3vXv75 https://t.co/M7w5X9Gd30,46,0.0,0.811,0.189,-0.3252
246,CNN,Sun Dec 24 20:45:07 +0000 2017,Venezuela crisis sends residents fleeing to nearby countries https://t.co/RuXZnrQd5j https://t.co/4usHIwi3I6,47,0.0,0.687,0.313,-0.6249
247,CNN,Sun Dec 24 20:30:14 +0000 2017,"North Korea calls latest UN sanctions ""an act of war"" https://t.co/VpYsJ076wS https://t.co/63chpwKzr3",48,0.0,0.738,0.262,-0.5994
248,CNN,Sun Dec 24 20:15:09 +0000 2017,The Russia investigation's effect on the GOP agenda https://t.co/N36ybQAJP3 https://t.co/lDRkdkdIXK,49,0.0,1.0,0.0,0.0
